
4000230.65	79253.35
4128279.53	6742.57
4136659.62	15077.66
7998326.27	16612.68
8280166.81	247.50
9226124.52	2152.52
9314270.47	3157.53
11996329.40	11762.63
15994497.52	10392.61
18282522.20	247.50
18334162.76	250.00
19228267.40	2575.03
19992380.64	11410.12
23990688.77	10872.62
27988779.39	10357.61
28285175.09	247.50
29230802.79	2232.52
29315678.71	4160.04
29387904.49	2935.03
29453385.19	1810.02
31986738.77	7455.08
35984906.89	6675.07
38289375.50	160.00
39233119.43	1341.26
39982780.01	7175.08
43981093.14	6886.32
47979182.52	6526.32
48291257.13	160.00
48342273.93	160.00
49234728.56	1355.01
49317045.70	1780.02
51977176.89	7310.08
55975353.76	6573.82
58293591.27	160.00
59236502.69	1280.01
59456193.81	1377.51
59973203.14	7276.33
63971542.51	6880.07
67969625.64	6506.32
68295559.15	160.00
69238094.32	1305.01
69318437.69	1733.77
71967618.76	7270.08
75965800.64	6543.82
78297649.54	153.75
78348603.84	160.00
79239822.20	1395.02
79963667.51	7237.58
83961991.89	6966.33
87960075.01	6678.82
88299847.42	153.75
89241506.33	1280.01
89319820.93	1803.77
89458899.93	1426.27
91958065.63	7333.83
95956266.26	6592.57
98301895.31	153.75
99243227.96	1292.51
99954123.13	7037.58
103952436.26	6822.57
104112152.98	7283.83
104120808.07	158.75
107950540.63	7156.33
108303689.44	158.75
108354643.74	153.75
109221266.84	1337.51
109297685.16	1743.77
111924972.25	7476.33
115923169.13	7416.33
118306023.58	152.50
119223040.97	1276.26
119438120.79	1357.51
119921016.00	7361.33
123919352.88	6883.82
127917447.25	6488.82
128307960.21	160.00
129224608.85	1237.51
129299084.65	1762.52
131915440.37	7280.08
135913613.50	6613.82
138310049.35	160.00
138361033.65	158.75
139226279.23	1333.76
139911485.37	7103.83
143909798.50	6802.57
147907892.87	6582.57
148312270.98	160.00
149227930.86	1256.26
149300479.14	1788.77
149440821.91	1422.52
151905873.49	7377.58
155904066.62	6635.07
158314521.37	160.00
159229631.24	1297.51
159901935.99	7123.83
163900247.87	6902.57
167898338.49	6482.57
168316474.25	152.50
168367427.30	160.00
169231212.87	1310.01
169301867.38	1740.02
171896341.62	7293.83
175894523.49	6662.57
178318803.39	160.00
179232972.00	1271.26
179443578.02	1302.51
179892372.86	7162.58
183890702.24	6823.82
187888787.87	6486.32
188320778.78	152.50
189234534.88	1253.76
189303249.37	1738.77
191886782.24	7302.58
195884974.11	6538.82
198322840.41	160.00
198373814.71	158.75
199236231.51	1322.51
199882833.49	7200.08
203881149.11	13955.15
207879235.99	8486.34
208325188.30	160.00
209237858.14	1397.52
209304652.61	1827.52
209446284.14	1476.27
211877221.61	8105.09
215875417.24	6807.57
218327432.43	153.75
219239692.27	1300.01
219873275.36	7142.58
223871598.49	6945.07
227869694.11	6656.32
228329366.57	158.75
228380338.37	160.00
229241281.40	1377.51
229306038.35	1757.52
231867678.48	7318.83
235865871.61	6595.07
238331709.46	153.75
239243089.29	1301.26
239449016.51	1348.76
239863709.73	7272.58
243862047.86	6925.07
247860125.98	6541.32
248333701.09	158.75
249244690.92	1288.76
249307427.84	1752.52
251858136.60	7215.08
255856313.48	6496.32
258335761.47	160.00
258386743.27	153.75
259246432.55	1393.77
259854169.10	7146.33
263852489.73	6813.82
267850585.35	6531.32
268337974.36	160.00
269248120.43	1277.51
269308812.33	1730.02
269451736.37	1467.52
271848562.23	7241.33
275846757.85	6655.07
278340228.50	153.75
279249840.81	1310.01
279844628.47	7182.58
283842949.10	6870.07
287841037.23	6896.32
288342228.88	160.00
288393175.68	160.00
289251438.69	1392.52
289310213.07	1780.02
291839022.85	7475.08
295837335.98	6676.32
298344538.02	161.25
299253280.32	1250.01
299454474.99	1298.76
299835294.10	7217.58
303833744.73	6871.32
307831957.85	6625.07
308346498.40	160.00
309254844.45	1260.01
309311606.31	1725.02
311830058.48	7288.83
315828367.85	6623.82
318348586.29	160.00
318399548.09	160.00
319256544.83	1337.51
319826332.23	7200.08
323824786.61	6970.08
327822973.48	6598.82
328350785.42	160.00
329258187.71	1247.51
329312999.55	1801.27
329457186.11	1425.02
331821072.86	7322.58
335819390.98	6623.82
338353088.31	153.75
339259876.84	1318.76
339817359.10	7066.33
343815797.23	6855.07
347814009.11	6563.82
348355002.44	160.00
348405987.99	160.00
349261479.72	1297.51
349314396.54	1721.27
351812109.73	7285.08
355810407.86	6678.82
358357374.08	160.00
359263226.35	1258.76
359459909.72	1305.01
359808365.98	7240.08
363806831.61	6860.07
367805033.49	6560.07
368359318.22	153.75
369264796.73	1275.01
369315789.78	1736.27
371803154.11	7317.58
375801440.99	6651.32
378361356.10	160.00
378412314.15	158.75
379266509.61	1347.51
379799410.36	7240.08
383797854.74	7033.83
387796054.12	6593.82
388363553.99	158.75
389268156.24	1272.51
389318403.04	160.00
389319029.29	1328.76
389462607.09	1356.26
391794144.74	7353.83
395792467.87	6638.82
398365814.37	160.00
399269890.37	1328.76
399790435.99	7121.33
403788876.62	11823.88
407787083.49	7982.59
408367939.76	160.00
408418939.06	160.00
409271515.75	1378.76
409319793.78	160.00
409322472.55	1345.01
411785180.37	7370.08
415783490.99	6852.57
418370257.65	160.00
419273349.89	1291.26
419465341.96	1386.26
419781435.37	7343.83
423779896.00	6902.57
427778119.12	6553.82
428372344.28	158.75
429274947.77	1260.01
429321194.52	160.00
429325802.07	1317.51
431776211.00	7205.08
435774516.62	6692.57
438374424.67	160.00
438374599.67	2960.03
438425473.97	160.00
439276646.90	1480.02
439772483.50	7721.33
443770925.37	6947.57
447769134.75	6532.57
448376636.30	160.00
449278424.78	1330.01
449322632.76	153.75
449329352.83	1338.76
449468048.07	1375.01
451767226.62	7308.83
455765541.00	6665.07
458378902.94	160.00
459280207.66	1302.51
459763507.87	7125.08
463761967.25	6905.07
467760162.88	6975.08
468380828.32	160.00
468431793.87	160.00
469281799.29	1345.01
469323978.50	160.00
469332734.84	1306.26
471758258.50	7307.58
475756577.88	6680.07
478383168.71	153.75
479283595.92	1285.01
479470754.19	1340.01
479754512.25	7342.58
483752984.13	6883.82
487751187.26	6513.82
488385099.09	160.00
489285182.55	1271.26
489325586.74	160.00
489336061.85	1320.01
491749276.63	7223.83
495747599.76	6728.82
498387174.48	153.75
498438133.78	160.00
499286921.68	1353.76
499745561.63	7071.33
503744012.26	6907.57
507742204.13	6557.57
508389378.61	160.00
509288583.31	1322.51
509326773.73	161.25
509339495.11	1298.76
509473461.56	1345.01
511740298.51	7240.08
515738617.89	6788.82
518391634.00	160.00
519290357.45	1333.76
519736579.76	7107.58
523735029.14	6870.07
527733248.51	6533.82
528393559.39	160.00
528444516.18	160.00
529291984.08	1336.26
529328288.22	160.00
529342917.13	1318.76
531731336.64	7192.58
535729637.26	18963.95
538396244.78	160.00
539293770.71	1511.27
539476158.92	1466.27
539727594.14	8610.09
543726067.27	7102.58
547724262.89	6687.57
548398150.16	158.75
549295577.34	1323.76
549329570.21	158.75
549346492.89	1382.51
551722353.52	7331.33
555720675.39	6712.57
558400244.29	160.00
558451274.85	158.75
559297353.97	1381.26
559718633.52	7275.08
563717090.39	6875.07
567715293.52	6613.82
568402445.93	160.00
569299030.60	1300.01
569331132.20	160.00
569349936.15	1313.76
569478848.79	1350.01
571713371.64	7303.83
575711703.52	6636.32
578404731.32	160.00
579300789.73	1330.01
579709659.14	7128.83
583708108.52	7005.08
587706324.15	6587.57
588406681.70	153.75
588457653.50	153.75
589302417.61	1332.51
589332319.19	160.00
589353344.41	1287.51
591704413.52	7198.83
595702734.15	6762.57
598409014.59	160.00
599304211.75	1293.76
599481583.66	1327.51
599700671.02	7391.33
603699141.65	12347.63
607697332.28	7716.33
608411204.98	158.75
609305829.63	1303.76
609333726.18	160.00
609356727.67	1388.76
611695442.90	7646.33
615693751.03	7287.58
618413275.36	153.75
618464267.16	160.00
619307588.76	1461.27
619691701.65	7166.33
623690166.03	6891.32
627688362.90	6577.57
628415484.50	160.00
629309344.14	1325.01
629335138.17	160.00
629360275.94	1291.26
629484294.77	1376.26
631686446.03	7192.58
635684776.65	6642.57
638417809.88	160.00
639311130.77	1362.51
639682732.28	7090.08
643681187.91	6937.57
647679401.03	6585.07
648419757.77	158.75
648470723.32	153.75
649312781.15	1335.01
649336482.66	160.00
649363697.95	1303.76
651677490.41	7121.33
655675807.28	6651.32
658422129.41	152.50
659314567.78	1286.26
659486998.39	1331.26
659673741.66	7280.08
663672218.53	6970.08
667670407.91	6643.82
668424087.29	153.75
669316164.41	1286.26
669337900.90	158.75
669367056.21	1291.26
671668513.53	7180.08
675666830.41	10040.11
678426343.93	153.75
678477315.73	153.75
679317912.29	1482.52
679664776.03	7750.08
683663245.41	7003.83
687661452.29	6636.32
688428573.06	155.00
689319690.17	1287.51
689339291.64	153.75
689370565.72	1350.01
689489693.26	1356.26
691659529.16	7313.83
695657869.79	6685.07
698430877.20	160.00
699321440.56	1300.01
699655804.16	7115.08
703654261.04	6845.07
707652470.42	11273.87
708433027.59	153.75
708484004.39	160.00
709323034.69	1480.02
709340693.63	160.00
709374096.49	1363.76
711650547.29	8195.09
715648891.67	6882.57
718435394.22	158.75
719324948.82	1348.76
719492395.62	1392.52
719646809.79	7300.08
723645290.42	7348.83
727643498.54	6533.82
728437397.11	152.50
729326619.20	1272.51
729342224.37	160.00
729377489.75	1337.51
731641576.67	7138.83
735639912.30	6698.82
738439522.49	158.75
738490521.79	160.00
739328350.83	1410.02
739637871.67	7063.83
743636313.55	6853.82
747634524.17	6551.32
748441727.88	153.75
749330087.46	1291.26
749343470.11	160.00
749380968.01	1306.26
749495106.74	1357.51
751632602.30	7336.33
755630930.42	6711.32
758444057.02	160.00
759331822.84	1343.76
759628881.05	7136.33
763627351.68	6925.07
767625547.30	6540.07
768446039.90	160.00
768497014.20	160.00
769333475.72	1321.26
769344845.85	153.75
769384396.27	1298.76
771623630.43	7140.08
775621952.30	6640.07
778448370.29	158.75
779335271.11	1305.01
779497839.11	1306.26
779619884.17	7237.58
783618368.55	10138.86
787616571.68	7335.08
788450433.17	153.75
789336890.24	1360.01
789346247.84	160.00
789387839.53	1335.01
791614661.05	7406.33
795612984.18	6825.07
798452523.56	160.00
798503560.36	158.75
799338719.37	1378.76
799610939.80	7140.08
803609392.93	11405.12
807607606.06	7902.59
808454840.20	161.25
809340419.75	1387.51
809347652.33	160.00
809391395.30	1378.76
809500531.48	1415.02
811605679.18	7575.08
815604011.06	6798.82
818457161.83	160.00
819342272.63	1382.51
819601967.93	7090.08
823600414.81	6902.57
827598624.19	6537.57
828459084.72	158.75
828510052.77	160.00
829343963.01	1371.26
829349166.82	158.75
829394921.06	1366.26
831596703.56	7237.58
835595026.69	6628.82
838461441.35	160.00
839345783.39	1281.26
839503243.84	1310.01
839592973.56	7122.58
843591452.94	6877.57
847589651.06	6496.32
848463422.99	158.75
849347403.77	1303.76
849350427.56	152.50
849350595.06	3661.29
849398306.82	1442.52
851587731.69	7703.83
855586061.07	6802.57
858465499.62	160.00
858516485.17	153.75
859349174.16	1395.02
859584024.19	7255.08
863582467.32	6955.08
867580676.69	6555.07
868467692.51	160.00
869350704.53	2136.27
869505942.46	1427.52
871578753.57	7393.83
875577080.44	6790.07
878470021.65	160.00
879353289.92	1301.26
879575034.82	7133.83
883573496.69	6852.57
887571712.32	6561.32
888471930.78	153.75
888522858.83	160.00
889352107.77	1851.27
889403304.58	1330.01
891569779.19	7178.83
895568117.32	6620.07
898474249.92	153.75
899405097.46	1313.76
899508662.33	1336.26
899566049.19	7203.83
903564529.82	6885.07
907562735.45	6527.57
908476187.80	158.75
909353492.26	1800.02
909406589.09	1216.26
911560814.82	7102.58
915559141.70	6615.07
918478263.19	160.00
918529228.74	160.00
919408280.72	1307.51
919557079.82	7118.83
923555547.95	6816.32
927553772.33	6545.07
928480463.57	160.00
929354889.25	1815.02
